Timestamp,Open,High,Low,Close
2019-08-01 11:00:00,134750.0,134770.0,134290.0,134420.0
2019-08-01 11:30:00,134410.0,134730.0,134380.0,134530.0
2019-08-01 12:00:00,134520.0,134870.0,134470.0,134790.0
2019-08-01 12:30:00,134800.0,134920.0,134630.0,134820.0
2019-08-01 13:00:00,134830.0,134960.0,134730.0,134780.0
2019-08-01 13:30:00,134790.0,134910.0,134740.0,134790.0
2019-08-01 14:00:00,134770.0,134810.0,134520.0,134560.0
2019-08-01 14:30:00,134550.0,134600.0,134210.0,134280.0
2019-08-01 15:00:00,134260.0,134440.0,134200.0,134280.0
2019-08-01 15:30:00,134270.0,134420.0,134150.0,134410.0
2019-08-01 16:00:00,134410.0,134470.0,134110.0,134280.0
2019-08-01 16:30:00,134270.0,134340.0,134020.0,134280.0
2019-08-01 17:00:00,134280.0,134860.0,134240.0,134710.0
2019-08-01 17:30:00,134700.0,134740.0,134440.0,134580.0
2019-08-01 18:00:00,134590.0,134690.0,134380.0,134520.0
2019-08-01 18:30:00,134520.0,134690.0,134450.0,134670.0
2019-08-01 19:00:00,134470.0,134640.0,134350.0,134610.0
2019-08-01 19:30:00,134610.0,134730.0,134510.0,134650.0
2019-08-01 20:00:00,134650.0,134660.0,133620.0,133680.0
2019-08-01 20:30:00,133680.0,133740.0,132600.0,132870.0
2019-08-01 21:00:00,132870.0,132910.0,132100.0,132400.0
2019-08-01 21:30:00,132410.0,132500.0,132110.0,132270.0
2019-08-01 22:00:00,132280.0,132420.0,132140.0,132280.0
2019-08-01 22:30:00,132290.0,132340.0,131900.0,132050.0
2019-08-01 23:00:00,132050.0,132210.0,132000.0,132210.0
2019-08-01 23:30:00,132210.0,132330.0,131980.0,132090.0
2019-08-02 10:00:00,131980.0,132320.0,131060.0,131340.0
2019-08-02 10:30:00,131330.0,131860.0,131100.0,131540.0
2019-08-02 11:00:00,131530.0,131780.0,131150.0,131290.0
2019-08-02 11:30:00,131290.0,131580.0,130810.0,131080.0
2019-08-02 12:00:00,131070.0,131320.0,130880.0,131190.0
2019-08-02 12:30:00,131190.0,131320.0,131060.0,131100.0
2019-08-02 13:00:00,131110.0,131880.0,131090.0,131710.0
2019-08-02 13:30:00,131700.0,131830.0,131580.0,131780.0
2019-08-02 14:00:00,131780.0,131790.0,131130.0,131260.0
2019-08-02 14:30:00,131260.0,131300.0,130860.0,130990.0
2019-08-02 15:00:00,130990.0,131050.0,130470.0,130600.0
2019-08-02 15:30:00,130590.0,130870.0,129940.0,130710.0
2019-08-02 16:00:00,130710.0,131120.0,130430.0,130760.0
2019-08-02 16:30:00,130760.0,130880.0,130310.0,130350.0
2019-08-02 17:00:00,130350.0,130430.0,129870.0,130050.0
2019-08-02 17:30:00,130060.0,130060.0,129410.0,129420.0
2019-08-02 18:00:00,129420.0,129680.0,129240.0,129390.0
2019-08-02 18:30:00,129400.0,129510.0,129140.0,129410.0
2019-08-02 19:00:00,129500.0,129960.0,129460.0,129850.0
2019-08-02 19:30:00,129840.0,129880.0,129660.0,129740.0
2019-08-02 20:00:00,129740.0,129750.0,129200.0,129280.0
2019-08-02 20:30:00,129280.0,129630.0,129260.0,129520.0
2019-08-02 21:00:00,129520.0,129810.0,129470.0,129730.0
2019-08-02 21:30:00,129730.0,129860.0,129630.0,129760.0
2019-08-02 22:00:00,129770.0,129800.0,129650.0,129730.0
2019-08-02 22:30:00,129750.0,129890.0,129610.0,129630.0
2019-08-02 23:00:00,129620.0,129780.0,129400.0,129750.0
2019-08-02 23:30:00,129780.0,129840.0,129650.0,129680.0
2019-08-05 10:00:00,129640.0,129780.0,128190.0,129060.0
2019-08-05 10:30:00,129060.0,129450.0,128850.0,129090.0
2019-08-05 11:00:00,129090.0,129300.0,128690.0,128690.0
2019-08-05 11:30:00,128710.0,129140.0,128670.0,128940.0
2019-08-05 12:00:00,128930.0,129380.0,128730.0,129180.0
2019-08-05 12:30:00,129180.0,129580.0,129150.0,129410.0
2019-08-05 13:00:00,129390.0,129590.0,129030.0,129070.0
2019-08-05 13:30:00,129070.0,129230.0,129070.0,129120.0
2019-08-05 14:00:00,129130.0,129130.0,128700.0,128740.0
2019-08-05 14:30:00,128740.0,129260.0,128710.0,129090.0
2019-08-05 15:00:00,129080.0,129340.0,128950.0,129100.0
2019-08-05 15:30:00,129100.0,129170.0,128800.0,128850.0
2019-08-05 16:00:00,128860.0,128940.0,128570.0,128600.0
2019-08-05 16:30:00,128590.0,128730.0,128370.0,128530.0
2019-08-05 17:00:00,128540.0,128560.0,128380.0,128540.0
2019-08-05 17:30:00,128540.0,128570.0,128130.0,128330.0
2019-08-05 18:00:00,128330.0,129040.0,128290.0,128770.0
2019-08-05 18:30:00,128770.0,129020.0,128740.0,128910.0
2019-08-05 19:00:00,128850.0,128870.0,128460.0,128530.0
2019-08-05 19:30:00,128520.0,128710.0,128180.0,128210.0
2019-08-05 20:00:00,128220.0,128390.0,127920.0,128280.0
2019-08-05 20:30:00,128280.0,128340.0,127680.0,127690.0
2019-08-05 21:00:00,127690.0,127970.0,127570.0,127600.0
2019-08-05 21:30:00,127600.0,127700.0,127430.0,127480.0
2019-08-05 22:00:00,127480.0,127780.0,127440.0,127640.0
2019-08-05 22:30:00,127630.0,127930.0,127600.0,127840.0
2019-08-05 23:00:00,127840.0,127940.0,127750.0,127790.0
2019-08-05 23:30:00,127790.0,127830.0,127720.0,127750.0
2019-08-06 10:00:00,127830.0,129350.0,127830.0,129010.0
2019-08-06 10:30:00,129000.0,129230.0,128870.0,128980.0
2019-08-06 11:00:00,128990.0,129390.0,128810.0,129350.0
2019-08-06 11:30:00,129350.0,129480.0,129130.0,129420.0
2019-08-06 12:00:00,129420.0,129450.0,129180.0,129360.0
2019-08-06 12:30:00,129360.0,129630.0,129260.0,129490.0
2019-08-06 13:00:00,129500.0,129570.0,129230.0,129270.0
2019-08-06 13:30:00,129290.0,129400.0,129090.0,129210.0
2019-08-06 14:00:00,129210.0,129520.0,129160.0,129510.0
2019-08-06 14:30:00,129510.0,129850.0,129440.0,129700.0
2019-08-06 15:00:00,129710.0,129770.0,129460.0,129520.0
2019-08-06 15:30:00,129520.0,129710.0,129470.0,129570.0
2019-08-06 16:00:00,129580.0,129930.0,129500.0,129850.0
2019-08-06 16:30:00,129840.0,130150.0,129700.0,130120.0
2019-08-06 17:00:00,130120.0,130290.0,129830.0,129850.0
2019-08-06 17:30:00,129850.0,130020.0,129580.0,129640.0
2019-08-06 18:00:00,129650.0,129740.0,129260.0,129720.0
2019-08-06 18:30:00,129710.0,129810.0,129610.0,129750.0
2019-08-06 19:00:00,129820.0,130280.0,129820.0,129850.0
2019-08-06 19:30:00,129860.0,129860.0,129630.0,129660.0
2019-08-06 20:00:00,129680.0,129830.0,129650.0,129720.0
2019-08-06 20:30:00,129720.0,129790.0,129580.0,129760.0
2019-08-06 21:00:00,129750.0,129970.0,129690.0,129710.0
2019-08-06 21:30:00,129700.0,129820.0,129630.0,129710.0
2019-08-06 22:00:00,129710.0,129820.0,129660.0,129680.0
2019-08-06 22:30:00,129680.0,129800.0,129630.0,129720.0
2019-08-06 23:00:00,129720.0,129770.0,129640.0,129670.0
2019-08-06 23:30:00,129660.0,129690.0,129560.0,129690.0
2019-08-07 10:00:00,129700.0,130130.0,129170.0,129300.0
2019-08-07 10:30:00,129300.0,129870.0,129230.0,129790.0
2019-08-07 11:00:00,129790.0,130230.0,129720.0,130020.0
2019-08-07 11:30:00,130020.0,130350.0,129910.0,130080.0
2019-08-07 12:00:00,130070.0,130150.0,129650.0,129890.0
2019-08-07 12:30:00,129890.0,130440.0,129870.0,130400.0
2019-08-07 13:00:00,130410.0,130570.0,130260.0,130490.0
2019-08-07 13:30:00,130490.0,130730.0,130340.0,130400.0
2019-08-07 14:00:00,130400.0,130530.0,130180.0,130410.0
2019-08-07 14:30:00,130410.0,130550.0,130220.0,130260.0
2019-08-07 15:00:00,130260.0,130270.0,129600.0,129860.0
2019-08-07 15:30:00,129870.0,129880.0,128980.0,129040.0
2019-08-07 16:00:00,129060.0,129250.0,128540.0,128610.0
2019-08-07 16:30:00,128600.0,129050.0,128090.0,128430.0
2019-08-07 17:00:00,128420.0,129270.0,128210.0,129020.0
2019-08-07 17:30:00,129020.0,129580.0,128590.0,129290.0
2019-08-07 18:00:00,129280.0,129290.0,128620.0,128660.0
2019-08-07 18:30:00,128660.0,128880.0,128570.0,128690.0
2019-08-07 19:00:00,128600.0,128890.0,128500.0,128830.0
2019-08-07 19:30:00,128840.0,129000.0,128770.0,128800.0
2019-08-07 20:00:00,128790.0,128930.0,128700.0,128920.0
2019-08-07 20:30:00,128910.0,129420.0,128910.0,129180.0
2019-08-07 21:00:00,129170.0,129340.0,129000.0,129260.0
2019-08-07 21:30:00,129260.0,129730.0,129240.0,129670.0
2019-08-07 22:00:00,129680.0,129740.0,129490.0,129590.0
2019-08-07 22:30:00,129600.0,130100.0,129600.0,130020.0
2019-08-07 23:00:00,130010.0,130150.0,129920.0,130060.0
2019-08-07 23:30:00,130060.0,130170.0,129830.0,130000.0
2019-08-08 10:00:00,130000.0,131120.0,130000.0,130670.0
2019-08-08 10:30:00,130690.0,130950.0,130540.0,130750.0
2019-08-08 11:00:00,130750.0,130930.0,130580.0,130900.0
2019-08-08 11:30:00,130890.0,130970.0,130780.0,130890.0
2019-08-08 12:00:00,130900.0,131000.0,130640.0,130680.0
2019-08-08 12:30:00,130680.0,130860.0,130580.0,130830.0
2019-08-08 13:00:00,130830.0,130840.0,130530.0,130640.0
2019-08-08 13:30:00,130630.0,130690.0,130340.0,130440.0
2019-08-08 14:00:00,130450.0,130550.0,130270.0,130490.0
2019-08-08 14:30:00,130490.0,130630.0,130350.0,130600.0
2019-08-08 15:00:00,130600.0,130750.0,130220.0,130320.0
2019-08-08 15:30:00,130310.0,130670.0,130170.0,130660.0
2019-08-08 16:00:00,130670.0,130900.0,130600.0,130670.0
2019-08-08 16:30:00,130680.0,130960.0,130400.0,130750.0
2019-08-08 17:00:00,130740.0,130880.0,130590.0,130750.0
2019-08-08 17:30:00,130750.0,130940.0,130570.0,130660.0
2019-08-08 18:00:00,130660.0,130800.0,130500.0,130630.0
2019-08-08 18:30:00,130640.0,130930.0,130590.0,130850.0
2019-08-08 19:00:00,130800.0,130970.0,130780.0,130860.0
2019-08-08 19:30:00,130850.0,130900.0,130700.0,130740.0
2019-08-08 20:00:00,130750.0,130790.0,130620.0,130690.0
2019-08-08 20:30:00,130690.0,130920.0,130680.0,130760.0
2019-08-08 21:00:00,130750.0,130770.0,130630.0,130700.0
2019-08-08 21:30:00,130710.0,130860.0,130700.0,130770.0
2019-08-08 22:00:00,130780.0,130900.0,130760.0,130860.0
2019-08-08 22:30:00,130860.0,130960.0,130810.0,130880.0
2019-08-08 23:00:00,130860.0,130930.0,130820.0,130910.0
2019-08-08 23:30:00,130920.0,131000.0,130910.0,130910.0
2019-08-09 10:00:00,130900.0,130900.0,129900.0,130000.0
2019-08-09 10:30:00,130000.0,130120.0,129780.0,129790.0
2019-08-09 11:00:00,129790.0,129920.0,129640.0,129850.0
2019-08-09 11:30:00,129850.0,130230.0,129830.0,129990.0
2019-08-09 12:00:00,129990.0,130150.0,129710.0,129760.0
2019-08-09 12:30:00,129750.0,129780.0,129340.0,129390.0
2019-08-09 13:00:00,129400.0,129640.0,129290.0,129400.0
2019-08-09 13:30:00,129410.0,129630.0,129270.0,129400.0
2019-08-09 14:00:00,129390.0,129430.0,129210.0,129370.0
2019-08-09 14:30:00,129370.0,129490.0,129260.0,129370.0
2019-08-09 15:00:00,129350.0,129840.0,129300.0,129640.0
2019-08-09 15:30:00,129640.0,129710.0,129500.0,129510.0
2019-08-09 16:00:00,129510.0,130130.0,129460.0,129920.0
2019-08-09 16:30:00,129930.0,130390.0,129620.0,129680.0
2019-08-09 17:00:00,129690.0,129800.0,129310.0,129330.0
2019-08-09 17:30:00,129340.0,129500.0,129180.0,129310.0
2019-08-09 18:00:00,129300.0,129390.0,128960.0,129010.0
2019-08-09 18:30:00,129000.0,129130.0,128970.0,129040.0
2019-08-09 19:00:00,129010.0,129190.0,128930.0,129040.0
2019-08-09 19:30:00,129050.0,129680.0,129010.0,129400.0
2019-08-09 20:00:00,129390.0,129590.0,129340.0,129540.0
2019-08-09 20:30:00,129540.0,129620.0,129360.0,129380.0
2019-08-09 21:00:00,129370.0,129500.0,129320.0,129440.0
2019-08-09 21:30:00,129450.0,129450.0,129310.0,129400.0
2019-08-09 22:00:00,129400.0,129550.0,129400.0,129520.0
2019-08-09 22:30:00,129520.0,129620.0,129480.0,129590.0
2019-08-09 23:00:00,129600.0,129900.0,129600.0,129800.0
2019-08-09 23:30:00,129810.0,129900.0,129770.0,129850.0
2019-08-12 10:00:00,129940.0,130470.0,129810.0,129890.0
2019-08-12 10:30:00,129880.0,130040.0,129730.0,129910.0
2019-08-12 11:00:00,129910.0,129920.0,129350.0,129460.0
2019-08-12 11:30:00,129470.0,129550.0,129240.0,129350.0
2019-08-12 12:00:00,129350.0,129490.0,129200.0,129470.0
2019-08-12 12:30:00,129460.0,129480.0,129150.0,129180.0
2019-08-12 13:00:00,129190.0,129340.0,129060.0,129130.0
2019-08-12 13:30:00,129140.0,129140.0,128910.0,129040.0
2019-08-12 14:00:00,129040.0,129270.0,128920.0,129250.0
2019-08-12 14:30:00,129250.0,129300.0,129110.0,129130.0
2019-08-12 15:00:00,129140.0,129340.0,129090.0,129190.0
2019-08-12 15:30:00,129180.0,129440.0,129000.0,129290.0
2019-08-12 16:00:00,129290.0,129350.0,129010.0,129080.0
2019-08-12 16:30:00,129080.0,129150.0,128900.0,129060.0
2019-08-12 17:00:00,129070.0,129330.0,128810.0,129220.0
2019-08-12 17:30:00,129230.0,129320.0,129110.0,129210.0
2019-08-12 18:00:00,129220.0,129390.0,128890.0,129060.0
2019-08-12 18:30:00,129050.0,129240.0,129020.0,129230.0
2019-08-12 19:00:00,129250.0,129700.0,129250.0,129660.0
2019-08-12 19:30:00,129670.0,129700.0,129480.0,129600.0
2019-08-12 20:00:00,129600.0,129680.0,129510.0,129530.0
2019-08-12 20:30:00,129530.0,129570.0,129380.0,129440.0
2019-08-12 21:00:00,129430.0,129540.0,129280.0,129300.0
2019-08-12 21:30:00,129300.0,129380.0,129100.0,129230.0
2019-08-12 22:00:00,129230.0,129450.0,129220.0,129430.0
2019-08-12 22:30:00,129430.0,129590.0,129360.0,129470.0
2019-08-12 23:00:00,129480.0,129560.0,129420.0,129560.0
2019-08-12 23:30:00,129560.0,129740.0,129510.0,129720.0
2019-08-13 10:00:00,129590.0,129590.0,128470.0,128490.0
2019-08-13 10:30:00,128490.0,128620.0,128270.0,128460.0
2019-08-13 11:00:00,128470.0,128800.0,128460.0,128640.0
2019-08-13 11:30:00,128650.0,128900.0,128610.0,128760.0
2019-08-13 12:00:00,128750.0,128780.0,128390.0,128400.0
2019-08-13 12:30:00,128400.0,128430.0,128160.0,128230.0
2019-08-13 13:00:00,128220.0,128540.0,128220.0,128470.0
2019-08-13 13:30:00,128460.0,128530.0,128320.0,128410.0
2019-08-13 14:00:00,128410.0,128410.0,128270.0,128320.0
2019-08-13 14:30:00,128320.0,128440.0,128070.0,128340.0
2019-08-13 15:00:00,128330.0,128370.0,128210.0,128300.0
2019-08-13 15:30:00,128320.0,128320.0,127950.0,128080.0
2019-08-13 16:00:00,128090.0,128230.0,127960.0,128030.0
2019-08-13 16:30:00,128030.0,130390.0,127900.0,130150.0
2019-08-13 17:00:00,130160.0,130430.0,129760.0,130400.0
2019-08-13 17:30:00,130400.0,130940.0,130240.0,130310.0
2019-08-13 18:00:00,130310.0,130560.0,129960.0,130020.0
2019-08-13 18:30:00,130020.0,130180.0,129810.0,130150.0
2019-08-13 19:00:00,130180.0,130670.0,130150.0,130580.0
2019-08-13 19:30:00,130570.0,130750.0,130520.0,130600.0
2019-08-13 20:00:00,130610.0,130760.0,130260.0,130530.0
2019-08-13 20:30:00,130520.0,130610.0,130460.0,130460.0
2019-08-13 21:00:00,130460.0,130650.0,130430.0,130630.0
2019-08-13 21:30:00,130620.0,130620.0,130410.0,130490.0
2019-08-13 22:00:00,130480.0,130510.0,130330.0,130420.0
2019-08-13 22:30:00,130410.0,130410.0,130220.0,130270.0
2019-08-13 23:00:00,130260.0,130470.0,130220.0,130370.0
2019-08-13 23:30:00,130360.0,130580.0,130230.0,130350.0
